student_id,name,email,role,title,cohort,major
2610013,Phạm Tuấn An,phamtuanan.2610013@hcmut.edu.vn,student,undergraduate,K26,computer science
2310014,Lý Hữu Mai,lyhuumai.2310014@hcmut.edu.vn,student,undergraduate,K23,computer science
2410014,Nguyễn Anh Tú,nguyenanhtu.2410014@hcmut.edu.vn,student,undergraduate,K24,computer science
2510014,Nguyễn Hoàng Nam,nguyenhoangnam.2510014@hcmut.edu.vn,student,undergraduate,K25,computer science
2610014,Huỳnh Minh Nhi,huynhminhnhi.2610014@hcmut.edu.vn,student,undergraduate,K26,computer science
2310015,Hoàng Văn Khôi,hoangvankhoi.2310015@hcmut.edu.vn,student,undergraduate,K23,computer science
2410015,Vũ Anh Thảo,vuanhthao.2410015@hcmut.edu.vn,student,undergraduate,K24,computer science
2510015,Võ Khánh Yến,vokhanhyen.2510015@hcmut.edu.vn,student,undergraduate,K25,computer science
2610015,Nguyễn Khánh Khôi,nguyenkhanhkhoi.2610015@hcmut.edu.vn,student,undergraduate,K26,computer science
2310016,Trần Quang Phúc,tranquangphuc.2310016@hcmut.edu.vn,student,undergraduate,K23,computer science
2410016,Lý Minh Uyên,lyminhuyen.2410016@hcmut.edu.vn,student,undergraduate,K24,computer science
2510016,Võ Phương Uyên,vophuonguyen.2510016@hcmut.edu.vn,student,undergraduate,K25,computer science
2610016,Phạm Phương Lam,phamphuonglam.2610016@hcmut.edu.vn,student,undergraduate,K26,computer science
2310017,Dương Hữu Thảo,duonghuuthao.2310017@hcmut.edu.vn,student,undergraduate,K23,computer science
2410017,Lý Đức Lam,lyduclam.2410017@hcmut.edu.vn,student,undergraduate,K24,computer science
2510017,Dương Ngọc Nam,duongngocnam.2510017@hcmut.edu.vn,student,undergraduate,K25,computer science
2610017,Đỗ Đức Yến,doducyen.2610017@hcmut.edu.vn,student,undergraduate,K26,computer science
2310018,Phạm Quang Long,phamquanglong.2310018@hcmut.edu.vn,student,undergraduate,K23,computer science
2410018,Vũ Gia Duy,vugiaduy.2410018@hcmut.edu.vn,student,undergraduate,K24,computer science
2510018,Võ Thanh Hà,vothanhha.2510018@hcmut.edu.vn,student,undergraduate,K25,computer science
2610018,Bùi Quang Duy,buiquangduy.2610018@hcmut.edu.vn,student,undergraduate,K26,computer science
2310019,Hồ Khánh Bảo,hokhanhbao.2310019@hcmut.edu.vn,student,undergraduate,K23,computer science
2410019,Phan Minh Uyên,phanminhuyen.2410019@hcmut.edu.vn,student,undergraduate,K24,computer science
2510019,Lê Hữu Hà,lehuuha.2510019@hcmut.edu.vn,student,undergraduate,K25,computer science
2610019,Hoàng Đức Quân,hoangducquan.2610019@hcmut.edu.vn,student,undergraduate,K26,computer science
2310020,Phan Tuấn Lam,phantuanlam.2310020@hcmut.edu.vn,student,undergraduate,K23,computer science
2410020,Trần Đức Yến,tranducyen.2410020@hcmut.edu.vn,student,undergraduate,K24,computer science
2510020,Trần Quang An,tranquangan.2510020@hcmut.edu.vn,student,undergraduate,K25,computer science
2610020,Đỗ Thanh Tuấn,dothanhtuan.2610020@hcmut.edu.vn,student,undergraduate,K26,computer science
2310021,Đỗ Minh Trinh,dominhtrinh.2310021@hcmut.edu.vn,student,undergraduate,K23,computer science
2410021,Phạm Ngọc Trang,phamngoctrang.2410021@hcmut.edu.vn,student,undergraduate,K24,computer science
2510021,Bùi Quang Linh,buiquanglinh.2510021@hcmut.edu.vn,student,undergraduate,K25,computer science
2610021,Vũ Hoàng Uyên,vuhoanguyen.2610021@hcmut.edu.vn,student,undergraduate,K26,computer science
2310022,Vũ Đức Tú,vuductu.2310022@hcmut.edu.vn,student,undergraduate,K23,computer science
2410022,Phạm Quốc Lam,phamquoclam.2410022@hcmut.edu.vn,student,undergraduate,K24,computer science
2510022,Võ Hữu Anh,vohuuanh.2510022@hcmut.edu.vn,student,undergraduate,K25,computer science
2610022,Huỳnh Thị Trang,huynhthitrang.2610022@hcmut.edu.vn,student,undergraduate,K26,computer science
2310023,Ngô Thị Trang,ngothitrang.2310023@hcmut.edu.vn,student,undergraduate,K23,computer science
2410023,Nguyễn Ngọc Nam,nguyenngocnam.2410023@hcmut.edu.vn,student,undergraduate,K24,computer science
2510023,Phạm Anh Thảo,phamanhthao.2510023@hcmut.edu.vn,student,undergraduate,K25,computer science
2610023,Phan Đức Khang,phanduckhang.2610023@hcmut.edu.vn,student,undergraduate,K26,computer science
2310024,Trần Thị Tú,tranthitu.2310024@hcmut.edu.vn,student,undergraduate,K23,computer science
2410024,Huỳnh Thanh Việt,huynhthanhviet.2410024@hcmut.edu.vn,student,undergraduate,K24,computer science
2510024,Trần Văn An,tranvanan.2510024@hcmut.edu.vn,student,undergraduate,K25,computer science
2610024,Ngô Quang Mai,ngoquangmai.2610024@hcmut.edu.vn,student,undergraduate,K26,computer science
2310025,Hoàng Anh Linh,hoanganhlinh.2310025@hcmut.edu.vn,student,undergraduate,K23,computer science
2410025,Lê Đức Phát,leducphat.2410025@hcmut.edu.vn,student,undergraduate,K24,computer science
2510025,Bùi Khánh Trinh,buikhanhtrinh.2510025@hcmut.edu.vn,student,undergraduate,K25,computer science
2610025,Hồ Ngọc Phúc,hongocphuc.2610025@hcmut.edu.vn,student,undergraduate,K26,computer science
2310026,Hồ Minh Châu,hominhchau.2310026@hcmut.edu.vn,student,undergraduate,K23,computer science
2410026,Nguyễn Thanh Thảo,nguyenthanhthao.2410026@hcmut.edu.vn,student,undergraduate,K24,computer science
2510026,Võ Hoàng Phúc,vohoangphuc.2510026@hcmut.edu.vn,student,undergraduate,K25,computer science
2610026,Huỳnh Gia Phúc,huynhgiaphuc.2610026@hcmut.edu.vn,student,undergraduate,K26,computer science
2310027,Hồ Văn Lam,hovanlam.2310027@hcmut.edu.vn,student,undergraduate,K23,computer science
2410027,Lê Hoàng Quân,lehoangquan.2410027@hcmut.edu.vn,student,undergraduate,K24,computer science
2510027,Trần Thị Hùng,tranthihung.2510027@hcmut.edu.vn,student,undergraduate,K25,computer science
2610027,Hồ Đức Minh,hoducminh.2610027@hcmut.edu.vn,student,undergraduate,K26,computer science
2310028,Nguyễn Thanh Châu,nguyenthanhchau.2310028@hcmut.edu.vn,student,undergraduate,K23,computer science
2410028,Trần Tuấn Hải,trantuanhai.2410028@hcmut.edu.vn,student,undergraduate,K24,computer science
2510028,Đỗ Phương Tuấn,dophuongtuan.2510028@hcmut.edu.vn,student,undergraduate,K25,computer science
2610028,Dương Khánh Bảo,duongkhanhbao.2610028@hcmut.edu.vn,student,undergraduate,K26,computer science
2310029,Phạm Hữu Hải,phamhuuhai.2310029@hcmut.edu.vn,student,undergraduate,K23,computer science
2410029,Nguyễn Thanh Nhi,nguyenthanhnhi.2410029@hcmut.edu.vn,student,undergraduate,K24,computer science
2510029,Lý Quốc Khôi,lyquockhoi.2510029@hcmut.edu.vn,student,undergraduate,K25,computer science
2610029,Hoàng Thị Linh,hoangthilinh.2610029@hcmut.edu.vn,student,undergraduate,K26,computer science
2310030,Phan Quốc Hà,phanquocha.2310030@hcmut.edu.vn,student,undergraduate,K23,computer science
2410030,Bùi Tuấn Yến,buituanyen.2410030@hcmut.edu.vn,student,undergraduate,K24,computer science
2510030,Dương Hoàng An,duonghoangan.2510030@hcmut.edu.vn,student,undergraduate,K25,computer science
2610030,Phan Khánh Việt,phankhanhviet.2610030@hcmut.edu.vn,student,undergraduate,K26,computer science
2310031,Nguyễn Tuấn Việt,nguyentuanviet.2310031@hcmut.edu.vn,student,undergraduate,K23,computer science
2410031,Hoàng Ngọc Nhi,hoangngocnhi.2410031@hcmut.edu.vn,student,undergraduate,K24,computer science
2510031,Lý Minh Khang,lyminhkhang.2510031@hcmut.edu.vn,student,undergraduate,K25,computer science
2610031,Đặng Ngọc Quân,dangngocquan.2610031@hcmut.edu.vn,student,undergraduate,K26,computer science
2310032,Vũ Đức Hiếu,vuduchieu.2310032@hcmut.edu.vn,student,undergraduate,K23,computer science
2410032,Đặng Quang Hà,dangquangha.2410032@hcmut.edu.vn,student,undergraduate,K24,computer science
2510032,Lê Hoàng Khôi,lehoangkhoi.2510032@hcmut.edu.vn,student,undergraduate,K25,computer science
2610032,Hồ Tuấn Khôi,hotuankhoi.2610032@hcmut.edu.vn,student,undergraduate,K26,computer science
2310033,Bùi Minh An,buiminhan.2310033@hcmut.edu.vn,student,undergraduate,K23,computer science
2410033,Đặng Anh Quang,danganhquang.2410033@hcmut.edu.vn,student,undergraduate,K24,computer science
2510033,Lý Văn Khang,lyvankhang.2510033@hcmut.edu.vn,student,undergraduate,K25,computer science
2610033,Võ Văn Long,vovanlong.2610033@hcmut.edu.vn,student,undergraduate,K26,computer science
2310034,Lý Khánh Minh,lykhanhminh.2310034@hcmut.edu.vn,student,undergraduate,K23,computer science
2410034,Huỳnh Thanh Thảo,huynhthanhthao.2410034@hcmut.edu.vn,student,undergraduate,K24,computer science
2510034,Ngô Thị Tú,ngothitu.2510034@hcmut.edu.vn,student,undergraduate,K25,computer science
2610034,Huỳnh Thanh Nhi,huynhthanhnhi.2610034@hcmut.edu.vn,student,undergraduate,K26,computer science
2310035,Hoàng Quang Duy,hoangquangduy.2310035@hcmut.edu.vn,student,undergraduate,K23,computer science
2410035,Lý Ngọc Minh,lyngocminh.2410035@hcmut.edu.vn,student,undergraduate,K24,computer science
2510035,Lý Tuấn Châu,lytuanchau.2510035@hcmut.edu.vn,student,undergraduate,K25,computer science
2610035,Dương Phương Nhi,duongphuongnhi.2610035@hcmut.edu.vn,student,undergraduate,K26,computer science
2310036,Dương Phương Duy,duongphuongduy.2310036@hcmut.edu.vn,student,undergraduate,K23,computer science
2410036,Dương Tuấn Duy,duongtuanduy.2410036@hcmut.edu.vn,student,undergraduate,K24,computer science
2510036,Vũ Phương Trinh,vuphuongtrinh.2510036@hcmut.edu.vn,student,undergraduate,K25,computer science
2610036,Nguyễn Tuấn Khang,nguyentuankhang.2610036@hcmut.edu.vn,student,undergraduate,K26,computer science
2310037,Đặng Quốc Long,dangquoclong.2310037@hcmut.edu.vn,student,undergraduate,K23,computer science
2410037,Hoàng Hữu Linh,hoanghuulinh.2410037@hcmut.edu.vn,student,undergraduate,K24,computer science
2510037,Đỗ Quốc Mai,doquocmai.2510037@hcmut.edu.vn,student,undergraduate,K25,computer science
2610037,Phan Tuấn Trinh,phantuantrinh.2610037@hcmut.edu.vn,student,undergraduate,K26,computer science
2310038,Phan Thị Hùng,phanthihung.2310038@hcmut.edu.vn,student,undergraduate,K23,computer science
2410038,Ngô Tuấn Hà,ngotuanha.2410038@hcmut.edu.vn,student,undergraduate,K24,computer science
2510038,Phan Anh Hải,phananhhai.2510038@hcmut.edu.vn,student,undergraduate,K25,computer science
2610038,Hồ Thị An,hothian.2610038@hcmut.edu.vn,student,undergraduate,K26,computer science
2310039,Ngô Hữu Hải,ngohuuhai.2310039@hcmut.edu.vn,student,undergraduate,K23,computer science
2410039,Nguyễn Hoàng Hải,nguyenhoanghai.2410039@hcmut.edu.vn,student,undergraduate,K24,computer science
2510039,Trần Tuấn Thảo,trantuanthao.2510039@hcmut.edu.vn,student,undergraduate,K25,computer science
2610039,Huỳnh Quốc Nhi,huynhquocnhi.2610039@hcmut.edu.vn,student,undergraduate,K26,computer science
2310040,Trần Tuấn Châu,trantuanchau.2310040@hcmut.edu.vn,student,undergraduate,K23,computer science
2410040,Huỳnh Đức Phúc,huynhducphuc.2410040@hcmut.edu.vn,student,undergraduate,K24,computer science
2510040,Đặng Hoàng Hà,danghoangha.2510040@hcmut.edu.vn,student,undergraduate,K25,computer science
2610040,Nguyễn Đức Hiếu,nguyenduchieu.2610040@hcmut.edu.vn,student,undergraduate,K26,computer science
2310041,Nguyễn Quang Quân,nguyenquangquan.2310041@hcmut.edu.vn,student,undergraduate,K23,computer science
2410041,Trần Gia Khôi,trangiakhoi.2410041@hcmut.edu.vn,student,undergraduate,K24,computer science
2510041,Phạm Quốc Châu,phamquocchau.2510041@hcmut.edu.vn,student,undergraduate,K25,computer science
2610041,Ngô Khánh Nam,ngokhanhnam.2610041@hcmut.edu.vn,student,undergraduate,K26,computer science
2310042,Lê Hữu Hải,lehuuhai.2310042@hcmut.edu.vn,student,undergraduate,K23,computer science
2410042,Dương Văn Khang,duongvankhang.2410042@hcmut.edu.vn,student,undergraduate,K24,computer science
2510042,Đặng Thanh Phúc,dangthanhphuc.2510042@hcmut.edu.vn,student,undergraduate,K25,computer science
2610042,Đặng Quốc Nhi,dangquocnhi.2610042@hcmut.edu.vn,student,undergraduate,K26,computer science
2310043,Đặng Hữu Khang,danghuukhang.2310043@hcmut.edu.vn,student,undergraduate,K23,computer science
2410043,Đỗ Đức Khôi,doduckhoi.2410043@hcmut.edu.vn,student,undergraduate,K24,computer science
2510043,Võ Anh Khôi,voanhkhoi.2510043@hcmut.edu.vn,student,undergraduate,K25,computer science
2610043,Hoàng Minh Châu,hoangminhchau.2610043@hcmut.edu.vn,student,undergraduate,K26,computer science
2310044,Nguyễn Hoàng Anh,nguyenhoanganh.2310044@hcmut.edu.vn,student,undergraduate,K23,computer science
2410044,Đặng Ngọc Long,dangngoclong.2410044@hcmut.edu.vn,student,undergraduate,K24,computer science
2510044,Hoàng Thị Uyên,hoangthiuyen.2510044@hcmut.edu.vn,student,undergraduate,K25,computer science
2610044,Dương Tuấn Khang,duongtuankhang.2610044@hcmut.edu.vn,student,undergraduate,K26,computer science
2310045,Lê Tuấn Tuấn,letuantuan.2310045@hcmut.edu.vn,student,undergraduate,K23,computer science
2410045,Đặng Quang Mai,dangquangmai.2410045@hcmut.edu.vn,student,undergraduate,K24,computer science
2510045,Bùi Ngọc Uyên,buingocuyen.2510045@hcmut.edu.vn,student,undergraduate,K25,computer science
2610045,Hồ Quốc Bảo,hoquocbao.2610045@hcmut.edu.vn,student,undergraduate,K26,computer science
2310046,Lê Văn Quang,levanquang.2310046@hcmut.edu.vn,student,undergraduate,K23,computer science
2410046,Phan Khánh Khôi,phankhanhkhoi.2410046@hcmut.edu.vn,student,undergraduate,K24,computer science
2510046,Võ Minh Mai,vominhmai.2510046@hcmut.edu.vn,student,undergraduate,K25,computer science
2610046,Lê Đức Phúc,leducphuc.2610046@hcmut.edu.vn,student,undergraduate,K26,computer science
2310047,Ngô Gia Hải,ngogiahai.2310047@hcmut.edu.vn,student,undergraduate,K23,computer science
2410047,Dương Hữu Hà,duonghuuha.2410047@hcmut.edu.vn,student,undergraduate,K24,computer science
2510047,Phạm Anh Minh,phamanhminh.2510047@hcmut.edu.vn,student,undergraduate,K25,computer science
2610047,Phạm Khánh Hùng,phamkhanhhung.2610047@hcmut.edu.vn,student,undergraduate,K26,computer science
2310048,Huỳnh Hoàng Tuấn,huynhhoangtuan.2310048@hcmut.edu.vn,student,undergraduate,K23,computer science
2410048,Ngô Thanh Nhi,ngothanhnhi.2410048@hcmut.edu.vn,student,undergraduate,K24,computer science
2510048,Ngô Tuấn Nam,ngotuannam.2510048@hcmut.edu.vn,student,undergraduate,K25,computer science
2610048,Hoàng Thị Nhi,hoangthinhi.2610048@hcmut.edu.vn,student,undergraduate,K26,computer science
2310049,Hoàng Tuấn Thảo,hoangtuanthao.2310049@hcmut.edu.vn,student,undergraduate,K23,computer science
2410049,Phạm Quốc Nam,phamquocnam.2410049@hcmut.edu.vn,student,undergraduate,K24,computer science
2510049,Phạm Thị Nam,phamthinam.2510049@hcmut.edu.vn,student,undergraduate,K25,computer science
2610049,Hoàng Đức Bảo,hoangducbao.2610049@hcmut.edu.vn,student,undergraduate,K26,computer science
2310050,Ngô Tuấn An,ngotuanan.2310050@hcmut.edu.vn,student,undergraduate,K23,computer science
2410050,Võ Hoàng Việt,vohoangviet.2410050@hcmut.edu.vn,student,undergraduate,K24,computer science
2510050,Nguyễn Quang Quang,nguyenquangquang.2510050@hcmut.edu.vn,student,undergraduate,K25,computer science
2610050,Đặng Hoàng Quang,danghoangquang.2610050@hcmut.edu.vn,student,undergraduate,K26,computer science
2310051,Đặng Hoàng Khang,danghoangkhang.2310051@hcmut.edu.vn,student,undergraduate,K23,computer science
2410051,Huỳnh Phương Hiếu,huynhphuonghieu.2410051@hcmut.edu.vn,student,undergraduate,K24,computer science
2510051,Vũ Thị Nhi,vuthinhi.2510051@hcmut.edu.vn,student,undergraduate,K25,computer science
2610051,Trần Quang Linh,tranquanglinh.2610051@hcmut.edu.vn,student,undergraduate,K26,computer science
2310052,Võ Ngọc Quân,vongocquan.2310052@hcmut.edu.vn,student,undergraduate,K23,computer science
2410052,Hoàng Anh Phúc,hoanganhphuc.2410052@hcmut.edu.vn,student,undergraduate,K24,computer science
2510052,Vũ Tuấn Trinh,vutuantrinh.2510052@hcmut.edu.vn,student,undergraduate,K25,computer science
2610052,Hoàng Quốc Linh,hoangquoclinh.2610052@hcmut.edu.vn,student,undergraduate,K26,computer science
2310053,Phạm Thanh Lam,phamthanhlam.2310053@hcmut.edu.vn,student,undergraduate,K23,computer science
2410053,Phạm Đức Khang,phamduckhang.2410053@hcmut.edu.vn,student,undergraduate,K24,computer science
2510053,Vũ Hoàng An,vuhoangan.2510053@hcmut.edu.vn,student,undergraduate,K25,computer science
2610053,Võ Đức Quang,voducquang.2610053@hcmut.edu.vn,student,undergraduate,K26,computer science
2310054,Huỳnh Minh Châu,huynhminhchau.2310054@hcmut.edu.vn,student,undergraduate,K23,computer science
2410054,Lê Hoàng Uyên,lehoanguyen.2410054@hcmut.edu.vn,student,undergraduate,K24,computer science
2510054,Phan Đức Phúc,phanducphuc.2510054@hcmut.edu.vn,student,undergraduate,K25,computer science
2610054,Lý Quang Yến,lyquangyen.2610054@hcmut.edu.vn,student,undergraduate,K26,computer science
2310055,Trần Khánh Uyên,trankhanhuyen.2310055@hcmut.edu.vn,student,undergraduate,K23,computer science
2410055,Phan Minh Khôi,phanminhkhoi.2410055@hcmut.edu.vn,student,undergraduate,K24,computer science
2510055,Lê Quang Uyên,lequanguyen.2510055@hcmut.edu.vn,student,undergraduate,K25,computer science
2610055,Bùi Tuấn Nhi,buituannhi.2610055@hcmut.edu.vn,student,undergraduate,K26,computer science
2310056,Bùi Quốc Anh,buiquocanh.2310056@hcmut.edu.vn,student,undergraduate,K23,computer science
2410056,Phan Hoàng Quang,phanhoangquang.2410056@hcmut.edu.vn,student,undergraduate,K24,computer science
2510056,Phan Hữu Châu,phanhuuchau.2510056@hcmut.edu.vn,student,undergraduate,K25,computer science
2610056,Phạm Ngọc Quân,phamngocquan.2610056@hcmut.edu.vn,student,undergraduate,K26,computer science
2310057,Nguyễn Quang Bảo,nguyenquangbao.2310057@hcmut.edu.vn,student,undergraduate,K23,computer science
2410057,Bùi Anh Việt,buianhviet.2410057@hcmut.edu.vn,student,undergraduate,K24,computer science
2510057,Ngô Khánh An,ngokhanhan.2510057@hcmut.edu.vn,student,undergraduate,K25,computer science
2610057,Đỗ Ngọc Long,dongoclong.2610057@hcmut.edu.vn,student,undergraduate,K26,computer science
2310058,Dương Ngọc Quân,duongngocquan.2310058@hcmut.edu.vn,student,undergraduate,K23,computer science
2410058,Ngô Tuấn Quang,ngotuanquang.2410058@hcmut.edu.vn,student,undergraduate,K24,computer science
2510058,Ngô Văn Phát,ngovanphat.2510058@hcmut.edu.vn,student,undergraduate,K25,computer science
2610058,Huỳnh Quốc Phúc,huynhquocphuc.2610058@hcmut.edu.vn,student,undergraduate,K26,computer science
2310059,Phạm Minh Long,phamminhlong.2310059@hcmut.edu.vn,student,undergraduate,K23,computer science
2410059,Đỗ Quang Phát,doquangphat.2410059@hcmut.edu.vn,student,undergraduate,K24,computer science
2510059,Trần Hữu Hà,tranhuuha.2510059@hcmut.edu.vn,student,undergraduate,K25,computer science
2610059,Huỳnh Hữu Hùng,huynhhuuhung.2610059@hcmut.edu.vn,student,undergraduate,K26,computer science
2310060,Hoàng Anh Duy,hoanganhduy.2310060@hcmut.edu.vn,student,undergraduate,K23,computer science
2410060,Nguyễn Đức Uyên,nguyenducuyen.2410060@hcmut.edu.vn,student,undergraduate,K24,computer science
2510060,Phan Anh Hiếu,phananhhieu.2510060@hcmut.edu.vn,student,undergraduate,K25,computer science
2610060,Nguyễn Ngọc Yến,nguyenngocyen.2610060@hcmut.edu.vn,student,undergraduate,K26,computer science
2310061,Hoàng Hoàng Khang,hoanghoangkhang.2310061@hcmut.edu.vn,student,undergraduate,K23,computer science
2410061,Ngô Khánh Trinh,ngokhanhtrinh.2410061@hcmut.edu.vn,student,undergraduate,K24,computer science
2510061,Phan Hoàng Yến,phanhoangyen.2510061@hcmut.edu.vn,student,undergraduate,K25,computer science
2610061,Vũ Phương Bảo,vuphuongbao.2610061@hcmut.edu.vn,student,undergraduate,K26,computer science
2310062,Võ Quang Khôi,voquangkhoi.2310062@hcmut.edu.vn,student,undergraduate,K23,computer science
2410062,Phan Văn Quang,phanvanquang.2410062@hcmut.edu.vn,student,undergraduate,K24,computer science
2510062,Vũ Quốc Minh,vuquocminh.2510062@hcmut.edu.vn,student,undergraduate,K25,computer science
2610062,Trần Anh Khang,trananhkhang.2610062@hcmut.edu.vn,student,undergraduate,K26,computer science
2310063,Hoàng Quốc Việt,hoangquocviet.2310063@hcmut.edu.vn,student,undergraduate,K23,computer science
2410063,Dương Minh Trinh,duongminhtrinh.2410063@hcmut.edu.vn,student,undergraduate,K24,computer science
2510063,Đỗ Hữu Duy,dohuuduy.2510063@hcmut.edu.vn,student,undergraduate,K25,computer science
2610063,Huỳnh Ngọc Phát,huynhngocphat.2610063@hcmut.edu.vn,student,undergraduate,K26,computer science
2310064,Huỳnh Hữu Việt,huynhhuuviet.2310064@hcmut.edu.vn,student,undergraduate,K23,computer science
2410064,Đặng Ngọc Hùng,dangngochung.2410064@hcmut.edu.vn,student,undergraduate,K24,computer science
2510064,Bùi Hoàng Long,buihoanglong.2510064@hcmut.edu.vn,student,undergraduate,K25,computer science
2610064,Trần Thanh Uyên,tranthanhuyen.2610064@hcmut.edu.vn,student,undergraduate,K26,computer science
2310065,Đặng Anh Linh,danganhlinh.2310065@hcmut.edu.vn,student,undergraduate,K23,computer science
2410065,Phạm Phương Tuấn,phamphuongtuan.2410065@hcmut.edu.vn,student,undergraduate,K24,computer science
2510065,Đặng Hữu Tú,danghuutu.2510065@hcmut.edu.vn,student,undergraduate,K25,computer science
