"user_id","name","email","password","password_hash","role","title"
"1365020","Đỗ Hữu Phát","dohuuphat.1365020@hcmut.edu.vn","izFqdOQ1PeJS","izFqdOQ1PeJS","lecturer","professor"
"1372939","Hồ Minh Nam","hominhnam.1372939@hcmut.edu.vn","6fB1ofZhiNE8","6fB1ofZhiNE8","lecturer","associate_professor"
"1380858","Đỗ Anh Minh","doanhminh.1380858@hcmut.edu.vn","DPDmrc2GPapL","DPDmrc2GPapL","lecturer","bachelor"
"1388777","Đỗ Tuấn Linh","dotuanlinh.1388777@hcmut.edu.vn","TfpAnS80i6WO","TfpAnS80i6WO","lecturer","master"
"1396696","Vũ Ngọc Linh","vungoclinh.1396696@hcmut.edu.vn","zyUaQSvnzXCF","zyUaQSvnzXCF","lecturer","professor"
"1304615","Đỗ Văn Uyên","dovanuyen.1304615@hcmut.edu.vn","L5poFcczdLrh","L5poFcczdLrh","lecturer","doctor"
"1312534","Trần Thị Bảo","tranthibao.1312534@hcmut.edu.vn","GhZVo13oYVV0","GhZVo13oYVV0","lecturer","associate_professor"
"1320453","Dương Anh Thảo","duonganhthao.1320453@hcmut.edu.vn","TbVeE61AbcEi","TbVeE61AbcEi","lecturer","doctor"
"1328372","Bùi Anh Trinh","buianhtrinh.1328372@hcmut.edu.vn","9btuhPlkY8ra","9btuhPlkY8ra","lecturer","associate_professor"
"1336291","Nguyễn Hoàng Hùng","nguyenhoanghung.1336291@hcmut.edu.vn","z2OMxA7b3LyK","z2OMxA7b3LyK","lecturer","associate_professor"
"1344210","Hồ Khánh Phúc","hokhanhphuc.1344210@hcmut.edu.vn","ZubtcqQk2ASy","ZubtcqQk2ASy","lecturer","doctor"
"1352129","Võ Hữu Mai","vohuumai.1352129@hcmut.edu.vn","mhiL8So34dvm","mhiL8So34dvm","lecturer","associate_professor"
"1360048","Ngô Hữu Duy","ngohuuduy.1360048@hcmut.edu.vn","i9KgD9UGhder","i9KgD9UGhder","lecturer","master"
"1367967","Huỳnh Phương Long","huynhphuonglong.1367967@hcmut.edu.vn","pCoASMbTJa2R","pCoASMbTJa2R","lecturer","bachelor"
"1375886","Dương Quang Hà","duongquangha.1375886@hcmut.edu.vn","WIT4CUNCYxJH","WIT4CUNCYxJH","lecturer","associate_professor"
"1383805","Trần Minh Hiếu","tranminhhieu.1383805@hcmut.edu.vn","2jpScxuWk1iP","2jpScxuWk1iP","lecturer","associate_professor"
"1391724","Đặng Phương Hùng","dangphuonghung.1391724@hcmut.edu.vn","uCAIqsidQUBf","uCAIqsidQUBf","lecturer","bachelor"
"1399643","Phạm Gia Anh","phamgiaanh.1399643@hcmut.edu.vn","7vZbVCNLvNEY","7vZbVCNLvNEY","lecturer","master"
"1307562","Hoàng Quang Hiếu","hoangquanghieu.1307562@hcmut.edu.vn","a6mfhjFymc97","a6mfhjFymc97","lecturer","professor"
"1315481","Võ Ngọc Lam","vongoclam.1315481@hcmut.edu.vn","KZ29fwdlTci9","KZ29fwdlTci9","lecturer","bachelor"
"1323400","Đặng Quốc Trang","dangquoctrang.1323400@hcmut.edu.vn","2SliSCkHRQnk","2SliSCkHRQnk","lecturer","professor"
"1331319","Lê Quốc Yến","lequocyen.1331319@hcmut.edu.vn","Ii0HWQMQibqX","Ii0HWQMQibqX","lecturer","master"
"1339238","Bùi Ngọc Bảo","buingocbao.1339238@hcmut.edu.vn","vv09azcOX3Vw","vv09azcOX3Vw","lecturer","professor"
"1347157","Nguyễn Gia Thảo","nguyengiathao.1347157@hcmut.edu.vn","eTQTno1vC9J3","eTQTno1vC9J3","lecturer","associate_professor"
"1355076","Đặng Đức Châu","dangducchau.1355076@hcmut.edu.vn","6VeD4vpUoc0K","6VeD4vpUoc0K","lecturer","doctor"
"1362995","Vũ Quốc Châu","vuquocchau.1362995@hcmut.edu.vn","OASQ1XGYkonn","OASQ1XGYkonn","lecturer","associate_professor"
"1370914","Võ Khánh Việt","vokhanhviet.1370914@hcmut.edu.vn","FRejaFQQzO9y","FRejaFQQzO9y","lecturer","associate_professor"
"1378833","Nguyễn Tuấn Tuấn","nguyentuantuan.1378833@hcmut.edu.vn","BEaolBVswBDs","BEaolBVswBDs","lecturer","bachelor"
"1386752","Dương Anh An","duonganhan.1386752@hcmut.edu.vn","tIG0cOetK250","tIG0cOetK250","lecturer","master"
"1394671","Đặng Quang Hải","dangquanghai.1394671@hcmut.edu.vn","yT3ea0Z23Z9Q","yT3ea0Z23Z9Q","lecturer","doctor"
"1302590","Đỗ Hữu Quân","dohuuquan.1302590@hcmut.edu.vn","X0etxh6SMUKp","X0etxh6SMUKp","lecturer","bachelor"
"1310509","Võ Gia Nhi","vogianhi.1310509@hcmut.edu.vn","keMIwfXkYWvm","keMIwfXkYWvm","lecturer","doctor"
"1318428","Võ Ngọc Quân","vongocquan.1318428@hcmut.edu.vn","eKd61qX7ZP5e","eKd61qX7ZP5e","lecturer","bachelor"
"1326347","Ngô Thị Yến","ngothiyen.1326347@hcmut.edu.vn","8jU9eWBMQ93D","8jU9eWBMQ93D","lecturer","professor"
"1334266","Đỗ Hữu Long","dohuulong.1334266@hcmut.edu.vn","85EEfEfiKbva","85EEfEfiKbva","lecturer","bachelor"
"1342185","Lý Khánh Hiếu","lykhanhhieu.1342185@hcmut.edu.vn","CpMMGTOULXqM","CpMMGTOULXqM","lecturer","associate_professor"
"1350104","Võ Phương Khôi","vophuongkhoi.1350104@hcmut.edu.vn","rhaMA5hVXr4b","rhaMA5hVXr4b","lecturer","bachelor"
"1358023","Đỗ Minh Trang","dominhtrang.1358023@hcmut.edu.vn","hBo69RCbN3Kv","hBo69RCbN3Kv","lecturer","doctor"
"1365942","Võ Quang Hà","voquangha.1365942@hcmut.edu.vn","ALtttgKQK8wa","ALtttgKQK8wa","lecturer","bachelor"
"1373861","Hoàng Gia Châu","hoanggiachau.1373861@hcmut.edu.vn","2Lgx9ECw7YKU","2Lgx9ECw7YKU","lecturer","professor"
"1381780","Lê Khánh Minh","lekhanhminh.1381780@hcmut.edu.vn","cX19ovkpd50X","cX19ovkpd50X","lecturer","bachelor"
"1389699","Nguyễn Thanh Hùng","nguyenthanhhung.1389699@hcmut.edu.vn","jfmpEoOgU0hj","jfmpEoOgU0hj","lecturer","professor"
"1397618","Lý Gia Lam","lygialam.1397618@hcmut.edu.vn","sTDWZwRXCfFH","sTDWZwRXCfFH","lecturer","professor"
"1305537","Võ Minh Châu","vominhchau.1305537@hcmut.edu.vn","AukTtziDMxBd","AukTtziDMxBd","lecturer","associate_professor"
"1313456","Lý Đức Anh","lyducanh.1313456@hcmut.edu.vn","90PWF2FzxkG0","90PWF2FzxkG0","lecturer","bachelor"
"1321375","Lê Đức Nam","leducnam.1321375@hcmut.edu.vn","tJ2cx6mvDihE","tJ2cx6mvDihE","lecturer","doctor"
"1329294","Huỳnh Hữu Trinh","huynhhuutrinh.1329294@hcmut.edu.vn","EOGJ5YLpeNca","EOGJ5YLpeNca","lecturer","associate_professor"
"1337213","Hồ Anh Quang","hoanhquang.1337213@hcmut.edu.vn","pIYnM8Dqou4P","pIYnM8Dqou4P","lecturer","master"
"1345132","Dương Tuấn Tú","duongtuantu.1345132@hcmut.edu.vn","iwK2GQ4NxVaO","iwK2GQ4NxVaO","lecturer","associate_professor"
"1353051","Đỗ Ngọc Duy","dongocduy.1353051@hcmut.edu.vn","ejkbszXdfSIi","ejkbszXdfSIi","lecturer","professor"
"1360970","Dương Thị Phúc","duongthiphuc.1360970@hcmut.edu.vn","pTOciDb9fcCT","pTOciDb9fcCT","lecturer","associate_professor"
"1368889","Lý Anh Quân","lyanhquan.1368889@hcmut.edu.vn","8Jiw69E6B3XD","8Jiw69E6B3XD","lecturer","bachelor"
"1376808","Phạm Khánh Nam","phamkhanhnam.1376808@hcmut.edu.vn","6QWs360dRCy3","6QWs360dRCy3","lecturer","doctor"
"1384727","Ngô Thanh Lam","ngothanhlam.1384727@hcmut.edu.vn","lfJL1T9jp9vv","lfJL1T9jp9vv","lecturer","doctor"
